concept,manual_coarse_grained,lemma,wiki_frequency,n_wn_senses,min_wn_sim_wup,poly_type,mipvu_met,wn_abs_conc
liger,-,liger,859,1,1.0,oov,oov,conc
tigress,-,tigress,718,1,1.0,mon,oov,conc
cutter,-,cutter,10114,6,0.3333333333333333,poly,non-met,conc
bolo,-,bolo,1163,2,0.4166666666666667,oov,oov,conc
saboteur,-,saboteur,651,2,0.5217391304347826,mon,oov,conc
ripsaw,-,ripsaw,110,1,1.0,mon,oov,conc
barong,-,barong,221,1,1.0,oov,oov,conc
bagman,-,bagman,159,2,0.5217391304347826,oov,oov,conc
spatula,-,spatula,421,2,0.6363636363636364,mon,oov,conc
meth,-,meth,1436,1,0.8888888888888888,oov,oov,conc
coati,-,coati,175,1,1.0,oov,oov,conc
warthog,-,warthog,491,1,1.0,mon,oov,conc
chisel,-,chisel,1455,4,0.14285714285714285,homonyms_only_different_pos,oov,conc
wolf,-,wolf,42954,6,0.46153846153846156,homonyms_only_different_pos,oov,conc-n
langur,-,langur,624,1,1.0,oov,oov,conc
penicillin,-,penicillin,1865,1,1.0,mon,oov,conc
isoniazid,-,isoniazid,233,1,1.0,oov,oov,conc
benzodiazepine,-,benzodiazepine,1265,1,1.0,oov,oov,conc
valium,-,valium,338,1,1.0,oov,oov,conc
prednisolone,-,prednisolone,174,1,0.8461538461538461,oov,oov,abs
atorvastatin,-,atorvastatin,166,1,1.0,oov,oov,conc
nicotine,-,nicotine,2797,1,0.9090909090909091,poly,oov,abs
cleaver,-,cleaver,1682,1,1.0,mon,oov,conc
ghoul,-,ghoul,913,2,0.1,poly,oov,abs-conc
codeine,-,codeine,963,1,1.0,mon,oov,conc
toothpick,-,toothpick,341,1,0.9090909090909091,mon,oov,conc
medication,-,medication,11580,2,0.1111111111111111,poly,non-met,abs-conc
baboon,-,baboon,922,1,1.0,mon,oov,conc
poacher,-,poacher,632,3,0.32,poly,oov,conc
fusil,-,fusil,165,1,1.0,oov,oov,conc
belladonna,-,belladonna,580,2,0.23529411764705882,mon,oov,abs-conc
python,-,python,7996,3,0.07692307692307693,mon,oov,abs-conc-n
haloperidol,-,haloperidol,273,1,1.0,oov,oov,conc
rifampin,-,rifampin,117,1,1.0,oov,oov,conc
extortionist,-,extortionist,124,1,1.0,oov,oov,conc
reserpine,-,reserpine,154,1,1.0,oov,oov,conc
ceftriaxone,-,ceftriaxone,167,1,1.0,oov,oov,conc
primidone,-,primidone,135,1,1.0,oov,oov,conc
aflatoxin,-,aflatoxin,247,1,0.9166666666666666,oov,oov,conc
morphia,-,morphia,115,1,1.0,oov,oov,conc
backhoe,-,backhoe,301,1,1.0,oov,oov,conc
inhalant,-,inhalant,176,3,0.42857142857142855,oov,oov,conc
depressant,-,depressant,379,2,None,oov,oov,conc
enterotoxin,-,enterotoxin,104,1,1.0,oov,oov,conc
gentamicin,-,gentamicin,240,1,1.0,oov,oov,conc
catapult,-,catapult,2389,5,0.5,homonyms_only_different_pos,oov,conc
anticoagulant,-,anticoagulant,675,1,1.0,oov,oov,conc
salicylate,-,salicylate,352,1,1.0,oov,oov,abs
pusher,-,pusher,2935,5,0.36363636363636365,poly,non-met,conc
colobus,-,colobus,659,1,1.0,oov,oov,conc
lechwe,-,lechwe,146,1,1.0,oov,oov,conc
brigand,-,brigand,475,1,1.0,mon,oov,conc
motorcycle,-,motorcycle,28347,2,None,mon,oov,conc
mattock,-,mattock,205,1,1.0,mon,oov,conc
chloramphenicol,-,chloramphenicol,316,1,1.0,oov,oov,conc
spade,-,spade,2845,4,0.2,homonyms_also_same_pos,non-met,abs-conc
claymore,-,claymore,593,2,0.6086956521739131,poly,oov,conc
sulfonamide,-,sulfonamide,232,1,1.0,oov,oov,conc
elephant,-,elephant,19856,2,0.08695652173913043,mon,non-met,abs-conc
hippopotamus,-,hippopotamus,1269,1,1.0,mon,oov,conc
iceman,-,iceman,1410,2,0.5714285714285714,mon,oov,conc
aspirin,-,aspirin,1894,1,0.9090909090909091,poly,oov,abs
wrench,-,wrench,1619,7,0.1,homonyms_only_different_pos,met,abs-conc
butcher,-,butcher,9565,7,0.5714285714285714,homonyms_only_different_pos,non-met,conc
methadone,-,methadone,811,1,1.0,oov,oov,conc
doxycycline,-,doxycycline,400,1,1.0,oov,oov,conc
clozapine,-,clozapine,247,1,1.0,oov,oov,conc
methicillin,-,methicillin,350,1,1.0,oov,oov,conc
barbiturate,-,barbiturate,428,1,1.0,mon,oov,conc
rhinoceros,-,rhinoceros,3238,1,1.0,mon,oov,conc
arsonist,-,arsonist,603,1,1.0,oov,oov,conc
slingshot,-,slingshot,994,1,1.0,mon,oov,conc
cannonball,-,cannonball,2780,1,1.0,mon,oov,conc
blackmailer,-,blackmailer,404,1,1.0,oov,oov,conc
methamphetamines,-,methamphetamine,122,1,0.8888888888888888,oov,oov,conc
dinosaur,-,dinosaur,11323,1,1.0,mon,non-met,conc
torpedo,-,torpedo,27683,8,0.16,homonyms_only_different_pos,oov,abs-conc
pangolin,-,pangolin,453,1,1.0,oov,oov,conc
traitor,-,traitor,5495,2,0.5217391304347826,mon,oov,conc
suppository,-,suppository,113,1,1.0,mon,oov,conc
hoodlum,-,hoodlum,433,1,1.0,mon,oov,conc
guenon,-,guenon,159,1,1.0,oov,oov,conc
amiodarone,-,amiodarone,237,1,1.0,oov,oov,conc
tetracycline,-,tetracycline,513,1,1.0,oov,oov,conc
desperado,-,desperado,722,1,1.0,mon,oov,conc
racketeer,-,racketeer,646,2,None,mon,oov,conc
pellet,-,pellet,1570,2,0.10526315789473684,poly,oov,abs-conc
pirate,-,pirate,16153,5,0.25,homonyms_only_different_pos,oov,conc
jigsaw,-,jigsaw,2522,2,0.9090909090909091,poly,oov,conc
beetle,-,beetle,32727,6,0.25,homonyms_also_same_pos,oov,conc
felon,-,felon,1016,2,0.1111111111111111,mon,oov,abs-conc
mafioso,-,mafioso,551,2,0.5,oov,oov,conc
powder,-,powder,20914,5,0.16666666666666666,homonyms_only_different_pos,non-met,abs-conc
kirpan,-,kirpan,149,1,1.0,oov,oov,conc
neomycin,-,neomycin,150,1,0.9,oov,oov,conc
panther,-,panther,10500,3,0.8125,poly,oov,conc
phenylbutazone,-,phenylbutazone,108,1,1.0,oov,oov,conc
javelin,-,javelin,5820,2,0.1111111111111111,poly,oov,abs-conc
plunger,-,plunger,1071,4,0.38095238095238093,poly,oov,conc
ritonavir,-,ritonavir,186,1,1.0,oov,oov,conc
firebug,-,firebug,132,2,0.5,mon,oov,conc
chloramine,-,chloramine,163,1,1.0,oov,oov,conc
goon,-,goon,1581,2,0.5714285714285714,poly,oov,conc
sabre,-,sabre,6609,4,0.25,homonyms_only_different_pos,oov,conc
sling,-,sling,2230,9,0.16666666666666666,homonyms_only_different_pos,non-met,abs-conc
pickaxe,-,pickaxe,298,1,1.0,mon,oov,conc
piperazine,-,piperazine,203,1,1.0,oov,oov,conc
adze,-,adze,237,1,1.0,mon,oov,conc
vinblastine,-,vinblastine,104,1,1.0,oov,oov,conc
clawhammer,-,clawhammer,162,1,1.0,oov,oov,conc
minocycline,-,minocycline,142,1,1.0,oov,oov,conc
bully,-,bully,5130,5,0.16666666666666666,homonyms_also_same_pos,met,conc
tiger,-,tiger,39520,2,0.5217391304347826,poly,met,conc
spironolactone,-,spironolactone,402,1,0.9166666666666666,oov,oov,abs
plunderer,-,plunderer,106,1,1.0,oov,oov,conc
diazepam,-,diazepam,604,1,1.0,oov,oov,conc
vincristine,-,vincristine,173,1,1.0,oov,oov,conc
ciprofloxacin,-,ciprofloxacin,289,1,1.0,oov,oov,conc
knifes,-,knife,198,4,0.1,homonyms_only_different_pos,met non-met,abs-conc
saber,-,saber,3101,4,0.25,oov,oov,conc
strychnine,-,strychnine,603,1,0.9090909090909091,mon,oov,abs
scimitar,-,scimitar,1050,1,1.0,mon,oov,conc
acyclovir,-,acyclovir,124,1,1.0,oov,oov,conc
rammer,-,rammer,154,1,1.0,oov,oov,conc
scissors,-,scissor,3200,1,1.0,mon,oov,-
antihistamine,-,antihistamine,444,1,1.0,mon,oov,conc
longbow,-,longbow,593,1,1.0,mon,oov,conc
bootlegger,-,bootlegger,450,1,1.0,oov,oov,conc
rapier,-,rapier,1118,1,1.0,poly,oov,conc
silverback,-,silverback,210,1,1.0,oov,oov,conc
tetrachloroethylene,-,tetrachloroethylene,101,1,1.0,oov,oov,conc
sidewinder,-,sidewinder,1120,2,0.2962962962962963,oov,oov,conc
pliers,-,plier,633,1,0.6666666666666666,oov,non-met,conc
chloroquine,-,chloroquine,265,1,1.0,oov,oov,conc
hydromorphone,-,hydromorphone,170,1,1.0,oov,oov,conc
dapsone,-,dapsone,171,1,1.0,oov,oov,conc
chopper,-,chopper,2356,4,0.09090909090909091,poly,oov,abs-conc
amphetamine,-,amphetamine,1882,1,1.0,mon,non-met,conc
glove,-,glove,6245,3,0.5263157894736842,poly,non-met,conc
pounder,-,pounder,8378,2,0.125,oov,oov,abs-conc
leopard,-,leopard,8893,2,0.16,mon,oov,abs-conc
lamivudine,-,lamivudine,137,1,1.0,oov,oov,conc
tetrodotoxin,-,tetrodotoxin,256,1,1.0,oov,oov,conc
toxicant,-,toxicant,155,2,None,oov,oov,conc
coyote,-,coyote,5573,3,0.42857142857142855,mon,oov,conc
hydroxyzine,-,hydroxyzine,105,1,1.0,oov,oov,conc
disulfiram,-,disulfiram,114,1,1.0,oov,oov,conc
chlorpromazine,-,chlorpromazine,283,1,0.9166666666666666,oov,oov,abs
missile,-,missile,43414,2,0.9,poly,oov,conc
mycotoxin,-,mycotoxin,207,1,1.0,oov,oov,conc
sledgehammer,-,sledgehammer,1030,2,None,mon,oov,conc
smuggler,-,smuggler,1677,1,1.0,oov,oov,conc
scythe,-,scythe,1123,2,None,homonyms_only_different_pos,oov,conc
ripper,-,ripper,3142,1,0.8461538461538461,oov,oov,conc
chlorhexidine,-,chlorhexidine,178,1,1.0,oov,oov,conc
apomorphine,-,apomorphine,144,1,1.0,oov,oov,conc
thiopental,-,thiopental,196,1,0.9090909090909091,oov,oov,conc
teargas,-,teargas,201,2,None,mon,oov,conc
rustler,-,rustler,286,1,1.0,mon,oov,conc
hijacker,-,hijacker,604,2,0.8461538461538461,oov,oov,conc
mandrill,-,mandrill,248,1,1.0,mon,oov,conc
ricin,-,ricin,484,1,0.9285714285714286,oov,oov,abs
penknife,-,penknife,136,1,1.0,mon,oov,conc
pickpocket,-,pickpocket,521,1,1.0,mon,oov,conc
cannon,-,cannon,29118,8,0.09090909090909091,homonyms_only_different_pos,oov,abs-conc
hornet,-,hornet,4886,1,1.0,mon,oov,conc
moonshiner,-,moonshiner,107,1,1.0,oov,oov,conc
theophylline,-,theophylline,205,1,1.0,oov,oov,conc
toad,-,toad,6412,1,1.0,mon,oov,conc
arrow,-,arrow,21291,2,0.10526315789473684,poly,oov,abs-conc
drug,-,drug,111664,3,0.2857142857142857,homonyms_only_different_pos,non-met,conc
rabbit,-,rabbit,15865,4,0.16666666666666666,homonyms_only_different_pos,non-met,abs-conc
boomerang,-,boomerang,3137,3,0.1,homonyms_only_different_pos,non-met,abs-conc
sulfa,-,sulfa,146,1,1.0,oov,oov,conc
crocodile,-,crocodile,6355,1,1.0,poly,oov,conc
nifedipine,-,nifedipine,107,1,1.0,oov,oov,conc
cutlass,-,cutlass,957,2,None,poly,oov,conc
clomipramine,-,clomipramine,170,1,1.0,oov,oov,conc
rhino,-,rhino,5858,1,1.0,oov,oov,conc
flintlock,-,flintlock,741,2,0.5833333333333334,mon,oov,conc
atropine,-,atropine,554,1,0.9090909090909091,oov,oov,abs
curare,-,curare,262,1,0.9090909090909091,oov,oov,abs
knuckles,-,knuckle,2542,3,0.2,poly,non-met,conc
snatcher,-,snatcher,347,2,0.88,oov,oov,conc
methamphetamine,-,methamphetamine,2062,1,0.8888888888888888,oov,oov,conc
highwayman,-,highwayman,806,1,1.0,mon,oov,conc
crowbar,-,crowbar,761,1,1.0,mon,oov,conc
cheetah,-,cheetah,3208,1,1.0,mon,oov,conc
broadsword,-,broadsword,366,1,1.0,mon,oov,conc
scalpel,-,scalpel,609,1,0.8571428571428571,mon,oov,conc
spitball,-,spitball,206,2,0.1,oov,oov,abs-conc
neurotoxin,-,neurotoxin,585,1,1.0,oov,oov,conc
kidnapper,-,kidnapper,987,1,0.9166666666666666,oov,oov,conc
mugger,-,mugger,492,1,1.0,mon,oov,conc
decongestant,-,decongestant,136,1,1.0,mon,oov,conc
metronidazole,-,metronidazole,294,1,1.0,oov,oov,conc
henchman,-,henchman,2032,1,1.0,mon,oov,conc
jailbird,-,jailbird,139,1,1.0,mon,oov,conc
tomahawk,-,tomahawk,2146,3,0.25,mon,oov,conc
celecoxib,-,celecoxib,166,1,1.0,oov,oov,conc
gunslinger,-,gunslinger,818,1,0.8461538461538461,oov,oov,conc
shovel,-,shovel,2543,5,0.125,homonyms_only_different_pos,non-met,abs-conc
fluorouracil,-,fluorouracil,197,1,1.0,oov,oov,conc
airgun,-,airgun,162,1,1.0,poly,oov,conc
shooter,-,shooter,15223,5,0.38095238095238093,oov,oov,conc
outlaw,-,outlaw,8198,4,None,homonyms_only_different_pos,oov,conc
diphenhydramine,-,diphenhydramine,251,1,1.0,oov,oov,conc
monkey,-,monkey,17203,4,0.25,poly,met non-met,conc
temazepam,-,temazepam,241,1,1.0,oov,oov,conc
clonidine,-,clonidine,178,1,1.0,oov,oov,conc
morphine,-,morphine,3491,1,1.0,mon,oov,conc
rattlesnake,-,rattlesnake,2345,1,1.0,mon,oov,conc
looter,-,looter,100,1,1.0,oov,oov,conc
hatchet,-,hatchet,1842,2,0.5217391304347826,poly,oov,conc
alprazolam,-,alprazolam,194,1,1.0,oov,oov,conc
doxepin,-,doxepin,159,1,1.0,oov,oov,conc
lovastatin,-,lovastatin,125,1,1.0,oov,oov,conc
arquebus,-,arquebus,353,1,1.0,mon,oov,conc
grizzly,-,grizzly,3564,2,None,oov,oov,conc
naproxen,-,naproxen,233,1,1.0,oov,oov,conc
stiletto,-,stiletto,706,1,1.0,poly,non-met,conc
maleate,-,maleate,123,1,0.9090909090909091,oov,oov,abs
bomb,-,bomb,55828,5,0.10526315789473684,homonyms_only_different_pos,met non-met,abs-conc
hyena,-,hyena,1481,1,1.0,mon,oov,conc
cocaine,-,cocaine,12547,1,1.0,mon,non-met,conc
autoloader,-,autoloader,174,1,1.0,oov,oov,conc
alligator,-,alligator,3779,3,0.17391304347826086,poly,oov,abs-conc
blunderbuss,-,blunderbuss,196,1,1.0,mon,oov,conc
slasher,-,slasher,2131,2,0.38095238095238093,oov,oov,conc
robber,-,robber,3628,1,1.0,mon,non-met,conc
bandit,-,bandit,4505,1,1.0,mon,oov,conc
doxorubicin,-,doxorubicin,388,1,1.0,oov,oov,conc
safecracker,-,safecracker,149,1,1.0,oov,oov,conc
slug,-,slug,4695,10,0.09090909090909091,homonyms_also_same_pos,met,abs-conc
nitrazepam,-,nitrazepam,183,1,1.0,oov,oov,conc
hammer,-,hammer,23090,10,0.08695652173913043,homonyms_only_different_pos,met non-met,abs-conc
buspirone,-,buspirone,116,1,1.0,oov,oov,conc
shark,-,shark,17480,5,0.13333333333333333,homonyms_also_same_pos,oov,conc
razor,-,razor,5376,2,None,mon,non-met,conc
jackhammer,-,jackhammer,262,1,1.0,oov,oov,conc
snake,-,snake,29480,8,0.21052631578947367,homonyms_only_different_pos,non-met,conc-n
smoothbore,-,smoothbore,937,2,None,oov,oov,conc
bioweapon,-,bioweapon,142,1,1.0,oov,oov,conc
heroin,-,heroin,8893,1,1.0,mon,non-met,conc
derringer,-,derringer,671,1,1.0,oov,oov,conc
musket,-,musket,2928,1,1.0,mon,oov,conc
rapist,-,rapist,2091,1,0.9166666666666666,mon,oov,conc
shoplifter,-,shoplifter,150,1,1.0,oov,oov,conc
anatoxin,-,anatoxin,100,1,0.875,oov,oov,conc
screwdriver,-,screwdriver,984,2,0.2,mon,oov,abs-conc
pentobarbital,-,pentobarbital,156,1,1.0,oov,oov,conc
buckshot,-,buckshot,685,1,1.0,mon,oov,conc
toxin,-,toxin,4845,1,1.0,mon,non-met,conc
burglar,-,burglar,1726,1,1.0,mon,non-met,conc
verapamil,-,verapamil,130,1,1.0,oov,oov,conc
gunrunner,-,gunrunner,104,1,1.0,mon,oov,conc
grapeshot,-,grapeshot,370,1,1.0,mon,oov,conc
switchblade,-,switchblade,735,1,1.0,mon,oov,conc
sulfamethoxazole,-,sulfamethoxazole,140,1,1.0,oov,oov,conc
chainsaw,-,chainsaw,2097,1,1.0,oov,non-met,conc
mobster,-,mobster,2545,1,1.0,mon,oov,conc
thug,-,thug,2414,1,1.0,mon,oov,conc
viper,-,viper,4904,1,1.0,poly,oov,conc
saxitoxin,-,saxitoxin,132,1,1.0,oov,oov,conc
thief,-,thief,11224,1,1.0,mon,non-met,conc
hitman,-,hitman,2429,1,0.8461538461538461,oov,oov,conc
bayonet,-,bayonet,3378,2,None,homonyms_only_different_pos,oov,conc
dacoit,-,dacoit,241,1,1.0,oov,oov,conc
culverin,-,culverin,148,2,0.48,oov,oov,conc
tranquilizer,-,tranquilizer,435,1,0.9,oov,oov,conc
matchlock,-,matchlock,329,1,1.0,mon,oov,conc
gang,-,gang,56468,5,0.125,poly,oov,abs-conc
machete,-,machete,1561,1,1.0,mon,oov,conc
toxoid,-,toxoid,116,1,0.875,oov,oov,conc
scorpion,-,scorpion,5607,3,0.3333333333333333,mon,oov,conc-n
venom,-,venom,8950,2,0.11764705882352941,poly,oov,abs-conc
carbine,-,carbine,2893,1,1.0,mon,oov,conc
dagger,-,dagger,6501,2,0.10526315789473684,poly,oov,abs-conc
axe,-,axe,10826,3,0.2,homonyms_only_different_pos,non-met,conc
blade,-,blade,24836,9,0.21052631578947367,poly,non-met,conc
harpoon,-,harpoon,1724,2,None,homonyms_only_different_pos,non-met,conc
flamethrower,-,flamethrower,900,1,1.0,oov,oov,conc
warhead,-,warhead,4353,1,1.0,mon,oov,abs
gangster,-,gangster,7682,1,1.0,mon,oov,conc
nightstick,-,nightstick,151,1,1.0,mon,oov,conc
killer,-,killer,33970,4,0.08333333333333333,poly,non-met,abs-conc
spear,-,spear,9641,4,0.2222222222222222,homonyms_also_same_pos,non-met,conc
poison,-,poison,15724,7,0.18181818181818182,homonyms_only_different_pos,met,abs-conc
handguns,-,handgun,2074,1,1.0,mon,oov,conc
gunman,-,gunman,2947,2,0.6,mon,non-met,conc
crossbow,-,crossbow,1796,1,1.0,mon,oov,conc
projectile,-,projectile,5511,3,0.631578947368421,homonyms_only_different_pos,oov,conc
weapons,-,weapon,100181,2,0.11764705882352941,mon,non-met,abs-conc
knives,-,knife,8516,4,0.1,homonyms_only_different_pos,met non-met,abs-conc
blowgun,-,blowgun,103,1,1.0,mon,oov,conc
grenades,-,grenade,6781,1,1.0,mon,non-met,conc
murderer,-,murderer,10271,1,0.9166666666666666,oov,oov,conc
typhlopidae,-,typhlopidae,205,1,1.0,oov,oov,abs
rifle,-,rifle,45124,3,0.2857142857142857,homonyms_also_same_pos,non-met,conc
phencyclidine,-,phencyclidine,130,1,1.0,oov,oov,conc
sword,-,sword,39990,1,1.0,poly,oov,conc
shotguns,-,shotgun,2414,1,1.0,mon,non-met,conc
firearms,-,firearm,17206,1,1.0,mon,oov,conc
pistols,-,pistol,8403,1,1.0,poly,non-met,conc
reduviidae,-,reduviidae,103,1,1.0,oov,oov,abs
sniper,-,sniper,7606,1,1.0,oov,oov,conc
revolvers,-,revolver,2647,2,0.4166666666666667,mon,oov,conc
assassin,-,assassin,9058,2,0.6,mon,oov,conc
gun,-,gun,127995,8,0.1,poly,non-met,abs-conc
bullet,-,bullet,21123,3,0.1,poly,non-met,abs-conc
grenade,-,grenade,8804,1,1.0,mon,non-met,conc
firearm,-,firearm,6612,1,1.0,mon,oov,conc
acaridae,-,acaridae,114,1,1.0,oov,oov,abs
shotgun,-,shotgun,8627,1,1.0,mon,non-met,conc
handgun,-,handgun,3582,1,1.0,mon,oov,conc
revolver,-,revolver,7876,2,0.4166666666666667,mon,oov,conc
knife,-,knife,21029,4,0.1,homonyms_only_different_pos,met non-met,abs-conc
pistol,-,pistol,18121,1,1.0,poly,non-met,conc
weapon,,weapon,51836,2,0.11764705882352941,mon,non-met,abs-conc
stoat,3,stoat,353,1,1.0,mon,oov,conc
owl,-,owl,12496,1,1.0,mon,oov,conc
grizzly,-,grizzly,3564,2,None,oov,oov,conc
vole,-,vole,1549,1,1.0,mon,oov,conc
muskrat,-,muskrat,762,2,0.17391304347826086,poly,oov,abs-conc
squirrel,-,squirrel,7491,2,0.17391304347826086,mon,non-met,abs-conc
rodent,-,rodent,4434,1,1.0,mon,oov,conc
manatee,-,manatee,1650,1,1.0,mon,oov,conc
shearwater,-,shearwater,1243,1,1.0,oov,oov,conc
haddock,-,haddock,1663,2,0.17391304347826086,mon,oov,conc
gannet,-,gannet,586,1,1.0,mon,oov,conc
bird,-,bird,78400,6,0.11764705882352941,homonyms_only_different_pos,non-met,abs-conc
codfish,-,codfish,270,2,0.16666666666666666,oov,oov,conc
barbel,-,barbel,591,1,1.0,mon,oov,conc
carp,-,carp,4823,3,0.16,homonyms_only_different_pos,oov,conc
swordfish,-,swordfish,1735,2,0.16,mon,oov,conc
seabird,-,seabird,1451,1,1.0,mon,oov,conc
porpoise,-,porpoise,1024,1,1.0,mon,oov,conc
seafood,-,seafood,6162,1,1.0,mon,oov,conc
chub,-,chub,1423,1,1.0,mon,oov,conc
sturgeon,-,sturgeon,4192,1,1.0,mon,oov,conc
walleye,-,walleye,1421,2,0.07407407407407407,oov,oov,abs-conc
gurnard,-,gurnard,200,1,1.0,oov,oov,conc
bluegill,-,bluegill,899,1,1.0,oov,oov,conc
cuttlefish,-,cuttlefish,830,1,1.0,mon,oov,conc
pilchard,-,pilchard,205,2,0.16666666666666666,mon,oov,conc
humpback,-,humpback,1408,3,0.08,mon,oov,abs-conc
abalone,-,abalone,957,1,1.0,oov,oov,conc
pinniped,-,pinniped,101,1,1.0,oov,oov,conc
salmonid,-,salmonid,311,1,1.0,oov,oov,conc
mysis,-,mysis,113,1,1.0,oov,oov,abs
flounder,-,flounder,1183,4,0.16,homonyms_only_different_pos,oov,conc
topminnow,-,topminnow,135,2,0.9090909090909091,oov,oov,conc
teleost,-,teleost,325,1,1.0,oov,oov,conc
kelp,-,kelp,1821,1,1.0,mon,oov,conc
homarus,-,homarus,119,1,1.0,oov,oov,abs
silversides,-,silverside,185,1,1.0,mon,oov,conc
squirrelfish,-,squirrelfish,105,2,0.875,oov,oov,conc
fisheries,-,fishery,16317,1,1.0,mon,non-met,conc
tilapia,-,tilapia,1011,1,1.0,oov,oov,abs
scallops,-,scallop,870,9,0.10526315789473684,homonyms_only_different_pos,oov,abs-conc
bream,-,bream,1505,5,0.16,poly,oov,conc
perch,-,perch,5129,10,0.08695652173913043,homonyms_only_different_pos,met,abs-conc
scyliorhinidae,-,scyliorhinidae,164,1,1.0,oov,oov,abs
haliotis,-,haliotis,258,1,1.0,oov,oov,abs
zooplankton,-,zooplankton,1348,1,1.0,oov,oov,conc
gorgonians,-,gorgonian,107,1,1.0,oov,oov,conc
mussel,-,mussel,2046,2,0.21052631578947367,mon,non-met,conc
killifish,-,killifish,416,1,1.0,oov,oov,conc
mergansers,-,merganser,136,1,1.0,oov,oov,conc
fundulus,-,fundulus,118,1,1.0,oov,oov,abs
crustacean,-,crustacean,1104,2,None,mon,oov,conc
gulper,-,gulper,157,1,1.0,oov,oov,conc
barramundi,-,barramundi,207,1,1.0,oov,oov,abs
grouper,-,grouper,857,2,0.18181818181818182,oov,oov,conc
crayfish,-,crayfish,2104,4,0.19047619047619047,poly,oov,conc
tuna,-,tuna,5163,4,0.16666666666666666,poly,oov,conc
silverside,-,silverside,230,1,1.0,mon,oov,conc
shrimps,-,shrimp,974,4,0.21052631578947367,poly,oov,conc
anchovy,-,anchovy,471,2,0.18181818181818182,mon,oov,conc
rockfish,-,rockfish,681,3,0.16,oov,oov,conc
sculpin,-,sculpin,689,1,1.0,oov,oov,conc
capelin,-,capelin,220,1,1.0,oov,oov,conc
salvelinus,-,salvelinus,233,1,1.0,oov,oov,abs
bathyal,-,bathyal,103,1,1.0,oov,oov,-
panfish,-,panfish,198,1,1.0,oov,oov,conc
saury,-,saury,132,1,1.0,oov,oov,conc
abalones,-,abalone,139,1,1.0,oov,oov,conc
seabirds,-,seabird,2263,1,1.0,mon,oov,conc
lizardfish,-,lizardfish,286,1,1.0,oov,oov,conc
pilchards,-,pilchard,140,2,0.16666666666666666,mon,oov,conc
pipefish,-,pipefish,493,1,1.0,oov,oov,conc
amberjack,-,amberjack,143,1,1.0,oov,oov,conc
micropterus,-,micropterus,146,1,1.0,oov,oov,abs
cardinalfish,-,cardinalfish,179,1,1.0,oov,oov,conc
surgeonfish,-,surgeonfish,159,1,1.0,oov,oov,conc
tilefish,-,tilefish,146,2,0.9375,oov,oov,conc
whale,-,whale,15420,3,0.5217391304347826,poly,oov,conc
pagurus,-,pagurus,111,1,1.0,oov,oov,abs
sunfish,-,sunfish,1527,3,0.16666666666666666,mon,oov,conc
neritidae,-,neritidae,114,1,1.0,oov,oov,abs
salmon,-,salmon,19910,5,0.09523809523809523,poly,non-met,abs-conc-n
crab,-,crab,8586,11,0.09090909090909091,homonyms_also_same_pos,oov,abs-conc-n
billfish,-,billfish,200,4,0.8125,oov,oov,conc
pomacentridae,-,pomacentridae,110,1,1.0,oov,oov,abs
smallmouth,-,smallmouth,973,1,1.0,oov,oov,conc
whales,-,whale,11611,3,0.5217391304347826,poly,oov,conc
serranidae,-,serranidae,139,1,1.0,oov,oov,abs
blennies,-,blenny,221,1,1.0,oov,oov,conc
rorquals,-,rorqual,128,1,1.0,oov,oov,conc
amphipods,-,amphipod,614,1,1.0,oov,oov,conc
characins,-,characin,157,1,1.0,oov,oov,conc
dogfish,-,dogfish,607,2,0.7333333333333333,mon,oov,conc
bullheads,-,bullhead,132,2,0.7878787878787878,oov,oov,conc
lobster,-,lobster,3817,2,0.2,poly,oov,conc
cyprinids,-,cyprinid,135,2,None,oov,oov,conc
lepomis,-,lepomis,172,1,1.0,oov,oov,abs
bigeye,-,bigeye,305,1,1.0,oov,oov,conc
muskellunge,-,muskellunge,300,2,0.15384615384615385,oov,oov,conc
pipefishes,-,pipefish,109,1,1.0,oov,oov,conc
fishery,-,fishery,7250,1,1.0,mon,non-met,conc
yellowfin,-,yellowfin,395,1,0.8888888888888888,oov,oov,conc
eel,-,eel,6510,2,0.18181818181818182,mon,oov,conc
redhorse,-,redhorse,207,1,1.0,oov,oov,conc
catfish,-,catfish,6112,3,0.16,mon,oov,conc
mussels,-,mussel,2483,2,0.21052631578947367,mon,non-met,conc
salmonidae,-,salmonidae,132,1,1.0,oov,oov,abs
sculpins,-,sculpin,192,1,1.0,oov,oov,conc
shellfish,-,shellfish,2843,2,0.25,poly,oov,conc
syngnathidae,-,syngnathidae,128,1,1.0,oov,oov,abs
squid,-,squid,4748,2,0.21052631578947367,mon,oov,conc
scorpionfish,-,scorpionfish,174,1,1.0,oov,oov,conc
bluefin,-,bluefin,708,2,0.17391304347826086,oov,oov,conc
bycatch,-,bycatch,899,1,1.0,oov,oov,conc
snailfish,-,snailfish,100,1,1.0,oov,oov,conc
trout,-,trout,16785,2,0.2,poly,oov,conc
thunnus,-,thunnus,102,1,1.0,oov,oov,abs
shark,-,shark,17480,5,0.13333333333333333,homonyms_also_same_pos,oov,conc
crustaceans,-,crustacean,4599,2,None,mon,oov,conc
flatfish,-,flatfish,402,2,0.17391304347826086,mon,oov,conc
pleuronectidae,-,pleuronectidae,103,1,1.0,oov,oov,abs
goatfish,-,goatfish,114,1,0.8823529411764706,oov,oov,conc
